Time;PDCP DL bitrate;1. best RSRP;NR-ARFCN;PCI;BI;BT;Band;Band (MHz);NR PCI Beam index;_oid;Height;RSRP
00:45,8;431,76;-91,80000305;2071387;231;15;Serving beam;n257;26500;231_15;231015;70;-91,80000305
00:46,3;477,192;-92,80000305;2076571;234;15;Detected beam;n257;26500;234_15;234015;70;-92,80000305
00:46,8;676,368;-93,69999695;2071387;231;15;Serving beam;n257;26500;231_15;231015;70;-93,69999695
00:47,3;1046,496;-94;2071387;231;15;Serving beam;n257;26500;231_15;231015;70;-94
00:47,8;1050,504;-94,19999695;2071387;231;15;Detected beam;n257;26500;231_15;231015;70;-94,19999695
00:48,3;691,104;-92,69999695;2071387;231;15;Serving beam;n257;26500;231_15;231015;70;-92,69999695
00:48,8;1004,64;-92,59999847;2071387;231;15;Serving beam;n257;26500;231_15;231015;70;-92,59999847
00:49,3;1469,137;-93,59999847;2071387;231;20;Detected beam;n257;26500;231_20;231020;70;-93,59999847
00:49,8;1974,386;-91,30000305;2071387;231;7;Serving beam;n257;26500;231_7;231007;70;-91,30000305
00:50,3;1606,464;-86,69999695;2071387;231;7;Serving beam;n257;26500;231_7;231007;70;-86,69999695
00:50,8;1475,064;-85,5;2071387;231;7;Serving beam;n257;26500;231_7;231007;70;-85,5
00:51,3;1516,704;-85,09999847;2071387;231;7;Serving beam;n257;26500;231_7;231007;70;-85,09999847
00:51,8;1286,184;-86,40000153;2071387;231;7;Serving beam;n257;26500;231_7;231007;69;-86,40000153
00:52,3;1249,204;-87;2071387;231;7;Serving beam;n257;26500;231_7;231007;69;-87
00:52,8;1411,536;-88;2071387;231;7;Serving beam;n257;26500;231_7;231007;69;-88
00:53,3;1557,696;-87,59999847;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-87,59999847
00:53,8;1206,384;-88,59999847;2074843;233;20;Detected beam;n257;26500;233_20;233020;69;-88,59999847
00:54,3;1295,304;-86,80000305;2071387;231;7;Detected beam;n257;26500;231_7;231007;69;-86,80000305
00:54,8;1199,232;-87,69999695;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-87,69999695
00:55,3;1210,656;-88,59999847;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-88,59999847
00:55,8;1633,824;-87,90000153;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-87,90000153
00:56,3;2135,544;-86,69999695;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-86,69999695
00:56,8;2128,705;-81,09999847;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-81,09999847
00:57,3;2134,584;-76,30000305;2071387;231;20;Serving beam;n257;26500;231_20;231020;69;-76,30000305
00:57,8;2129,544;-76,59999847;2071387;231;20;Serving beam;n257;26500;231_20;231020;68;-76,59999847
00:58,3;1964,448;-78,59999847;2071387;231;20;Detected beam;n257;26500;231_20;231020;68;-78,59999847
00:58,8;2128,704;-77,19999695;2071387;231;21;Serving beam;n257;26500;231_21;231021;68;-77,19999695
00:59,3;2134,586;-76,19999695;2071387;231;21;Serving beam;n257;26500;231_21;231021;68;-76,19999695
00:59,8;2131,128;-75,90000153;2071387;231;21;Serving beam;n257;26500;231_21;231021;68;-75,90000153
01:00,3;2129,113;-75,19999695;2071387;231;21;Serving beam;n257;26500;231_21;231021;68;-75,19999695
01:00,8;1947,84;-75,09999847;2071387;231;21;Serving beam;n257;26500;231_21;231021;67;-75,09999847
01:01,3;1793,592;-76,5;2071387;231;21;Serving beam;n257;26500;231_21;231021;67;-76,5
01:01,8;1149,576;-77,09999847;2076571;234;21;Detected beam;n257;26500;234_21;234021;67;-77,09999847
01:02,3;1601,232;-77;2076571;234;21;Detected beam;n257;26500;234_21;234021;67;-77
01:02,8;1639,464;-79,19999695;2076571;234;21;Detected beam;n257;26500;234_21;234021;67;-79,19999695
01:03,3;1694,616;-80;2076571;234;21;Detected beam;n257;26500;234_21;234021;67;-80
01:03,8;1875,288;-80;2076571;234;21;Detected beam;n257;26500;234_21;234021;66;-80
01:04,3;1940,16;-78,09999847;2071387;231;22;Serving beam;n257;26500;231_22;231022;66;-78,09999847
01:04,8;2085,864;-77,69999695;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-77,69999695
01:05,3;2076,216;-76,90000153;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-76,90000153
01:05,8;1818,936;-76,69999695;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-76,69999695
01:06,3;2053,445;-76,30000305;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-76,30000305
01:06,8;2122,2;-78,09999847;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-78,09999847
01:07,3;1975,392;-78,19999695;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-78,19999695
01:07,8;1977,936;-78,80000305;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-78,80000305
01:08,3;2102,208;-78,40000153;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-78,40000153
01:08,8;2026,417;-77,5;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-77,5
01:09,3;1791,72;-76,90000153;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-76,90000153
01:09,8;2080,8;-79,59999847;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-79,59999847
01:10,3;1949,304;-79,59999847;2071387;231;22;Serving beam;n257;26500;231_22;231022;65;-79,59999847
01:10,8;1956,6;-80,30000305;2071387;231;22;Detected beam;n257;26500;231_22;231022;65;-80,30000305
01:11,3;2133,24;-81,40000153;2076571;234;22;Detected beam;n257;26500;234_22;234022;65;-81,40000153
01:11,8;2132,064;-82,90000153;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,90000153
01:12,3;2136,72;-82,69999695;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,69999695
01:12,8;2128,73;-82,5;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,5
01:13,3;2134,584;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:13,8;2129,544;-82;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82
01:14,3;2135,376;-82,40000153;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,40000153
01:14,8;2131,656;-82,40000153;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,40000153
01:15,3;2134,584;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:15,8;2131,944;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:16,3;2134,584;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:16,8;2130,072;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:17,3;2131,632;-82,30000305;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,30000305
01:17,8;2134,081;-82,40000153;2071387;231;31;Serving beam;n257;26500;231_31;231031;65;-82,40000153
