Time;PDCP DL bitrate;1. best RSRP;NR-ARFCN;PCI;BI;BT;Band;Band (MHz);NR PCI Beam index;_oid;Height;RSRP
36:25,2;2066,539;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;0;-75,59999847
36:25,7;2058,912;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;0;-75,59999847
36:26,2;2049,769;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:26,7;2054,616;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:27,2;2067,216;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:27,7;2111,495;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:28,2;2075,594;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:28,7;2093,977;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:29,2;2046,038;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:29,7;2006,874;-75,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,59999847
36:30,2;1976,88;-75,5;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,5
36:30,7;1982,256;-75,19999695;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-75,19999695
36:31,2;2073,84;-74,90000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74,90000153
36:31,7;2046,855;-74,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74,59999847
36:32,2;2084,096;-74,40000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74,40000153
36:32,7;2110,848;-74,09999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74,09999847
36:33,2;2133,216;-74;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74
36:33,7;2138,02;-74,19999695;2071387;231;62;Serving beam;n257;26500;231_62;231062;101;-74,19999695
36:34,2;2131,368;-74,90000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;102;-74,90000153
36:34,7;2133,293;-75,80000305;2071387;231;62;Serving beam;n257;26500;231_62;231062;102;-75,80000305
36:35,2;2136,721;-75,90000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;105;-75,90000153
36:35,7;2132,736;-76;2071387;231;62;Serving beam;n257;26500;231_62;231062;105;-76
36:36,2;2128,671;-75,90000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;107;-75,90000153
36:36,7;2137,752;-75,19999695;2071387;231;62;Serving beam;n257;26500;231_62;231062;107;-75,19999695
36:37,2;2133,241;-74,80000305;2071387;231;62;Serving beam;n257;26500;231_62;231062;110;-74,80000305
36:37,7;2133,744;-74,59999847;2071387;231;62;Serving beam;n257;26500;231_62;231062;110;-74,59999847
36:38,2;2132,954;-75,30000305;2071387;231;62;Serving beam;n257;26500;231_62;231062;111;-75,30000305
36:38,7;2136,648;-76,5;2071387;231;62;Serving beam;n257;26500;231_62;231062;111;-76,5
36:39,2;2134,032;-77,30000305;2071387;231;62;Serving beam;n257;26500;231_62;231062;112;-77,30000305
36:39,7;2132,161;-78,40000153;2071387;231;62;Serving beam;n257;26500;231_62;231062;112;-78,40000153
36:40,2;2140,16;-78,5;2071387;231;61;Serving beam;n257;26500;231_61;231061;113;-78,5
36:40,7;2126,826;-78,40000153;2071387;231;61;Serving beam;n257;26500;231_61;231061;113;-78,40000153
36:41,2;2108,208;-78,69999695;2071387;231;61;Serving beam;n257;26500;231_61;231061;113;-78,69999695
36:41,7;2024,185;-78,59999847;2071387;231;61;Detected beam;n257;26500;231_61;231061;113;-78,59999847
36:42,2;2130,576;-78,69999695;2071387;231;61;Serving beam;n257;26500;231_61;231061;113;-78,69999695
36:42,7;2138,453;-79,09999847;2071387;231;61;Serving beam;n257;26500;231_61;231061;113;-79,09999847
36:43,2;2133,217;-77,69999695;2071387;231;61;Serving beam;n257;26500;231_61;231061;114;-77,69999695
36:43,7;2118,384;-77,40000153;2071387;231;61;Serving beam;n257;26500;231_61;231061;114;-77,40000153
36:44,2;2060,064;-78,19999695;2071387;231;61;Serving beam;n257;26500;231_61;231061;114;-78,19999695
36:44,7;2135,618;-78,19999695;2071387;231;61;Detected beam;n257;26500;231_61;231061;114;-78,19999695
36:45,2;2057,976;-75,90000153;2071387;231;61;Serving beam;n257;26500;231_61;231061;114;-75,90000153
36:45,7;2133,744;-75,69999695;2071387;231;60;Serving beam;n257;26500;231_60;231060;114;-75,69999695
36:46,2;2131,824;-74,30000305;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-74,30000305
36:46,7;2138,544;-74,30000305;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-74,30000305
36:47,2;2132,448;-74,30000305;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-74,30000305
36:47,7;2138,02;-74,69999695;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-74,69999695
36:48,2;2004,144;-75,30000305;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-75,30000305
36:48,7;1700,496;-78,30000305;2071387;231;60;Serving beam;n257;26500;231_60;231060;115;-78,30000305
36:49,2;1872,096;-78,59999847;2076571;234;60;Detected beam;n257;26500;234_60;234060;116;-78,59999847
36:49,7;1585,28;-79,40000153;2076571;234;60;Detected beam;n257;26500;234_60;234060;116;-79,40000153
36:50,2;1384,272;-79,80000305;2076571;234;60;Detected beam;n257;26500;234_60;234060;116;-79,80000305
36:50,7;1304,448;-81,69999695;2076571;234;60;Detected beam;n257;26500;234_60;234060;116;-81,69999695
36:51,2;1557,912;-82,69999695;2076571;234;60;Detected beam;n257;26500;234_60;234060;117;-82,69999695
36:51,7;1488,144;-84;2073115;232;55;Detected beam;n257;26500;232_55;232055;117;-84
36:52,2;1809,764;-84;2073115;232;55;Detected beam;n257;26500;232_55;232055;117;-84
36:52,7;1128,766;-84;2073115;232;55;Detected beam;n257;26500;232_55;232055;117;-84
36:53,2;1425,192;-87,19999695;2076571;234;55;Detected beam;n257;26500;234_55;234055;117;-87,19999695
36:53,7;1385,496;-88,69999695;2076571;234;39;Detected beam;n257;26500;234_39;234039;117;-88,69999695
36:54,2;1296,264;-88,69999695;2076571;234;39;Detected beam;n257;26500;234_39;234039;118;-88,69999695
36:54,7;1617,456;-88,59999847;2076571;234;39;Detected beam;n257;26500;234_39;234039;118;-88,59999847
36:55,2;1625,853;-90,09999847;2076571;234;22;Detected beam;n257;26500;234_22;234022;118;-90,09999847
36:55,7;1659,497;-89,30000305;2071387;231;22;Detected beam;n257;26500;231_22;231022;118;-89,30000305
36:56,2;1461,427;-89,5;2071387;231;21;Serving beam;n257;26500;231_21;231021;119;-89,5
36:56,7;1777,955;-89,59999847;2076571;234;22;Detected beam;n257;26500;234_22;234022;119;-89,59999847
36:57,2;1069,725;-89,59999847;2076571;234;22;Detected beam;n257;26500;234_22;234022;119;-89,59999847
36:57,7;1062,744;-89,59999847;2076571;234;22;Detected beam;n257;26500;234_22;234022;119;-89,59999847
36:58,2;589,488;-90,59999847;2076571;234;22;Detected beam;n257;26500;234_22;234022;120;-90,59999847
36:58,7;868,704;-91,5;2076571;234;21;Detected beam;n257;26500;234_21;234021;120;-91,5
36:59,2;1509,913;-92,80000305;2076571;234;21;Detected beam;n257;26500;234_21;234021;120;-92,80000305
36:59,7;910,776;-93,59999847;2076571;234;21;Detected beam;n257;26500;234_21;234021;120;-93,59999847
37:00,2;1100,76;-92,30000305;2076571;234;38;Detected beam;n257;26500;234_38;234038;121;-92,30000305
37:00,7;1319,664;-90,19999695;2071387;231;38;Serving beam;n257;26500;231_38;231038;121;-90,19999695
37:01,2;1152,168;-89,40000153;2071387;231;38;Serving beam;n257;26500;231_38;231038;122;-89,40000153
37:01,7;806,18;-91,40000153;2076571;234;38;Detected beam;n257;26500;234_38;234038;122;-91,40000153
37:02,2;1609,056;-91,40000153;2076571;234;38;Detected beam;n257;26500;234_38;234038;123;-91,40000153
37:02,7;1307,327;-92,40000153;2076571;234;38;Detected beam;n257;26500;234_38;234038;123;-92,40000153
37:03,2;1189,848;-92,30000305;2071387;231;38;Detected beam;n257;26500;231_38;231038;123;-92,30000305
37:03,7;1419,546;-91,59999847;2071387;231;37;Serving beam;n257;26500;231_37;231037;123;-91,59999847
37:04,2;1284,576;-90,80000305;2071387;231;38;Serving beam;n257;26500;231_38;231038;122;-90,80000305
37:04,7;1725,475;-89,59999847;2071387;231;38;Serving beam;n257;26500;231_38;231038;122;-89,59999847
