Time;PDCP DL bitrate;1. best RSRP;NR-ARFCN;PCI;BI;BT;Band;Band (MHz);NR PCI Beam index;_oid;Height;RSRP
41:52,3;0;-101;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-101
41:53,3;32,716;-91,19999695;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-91,19999695
41:53,8;814,74;-89,90000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-89,90000153
41:54,3;1430,65;-86,19999695;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-86,19999695
41:54,8;1182,737;-86,59999847;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-86,59999847
41:55,3;559,721;-90,30000305;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-90,30000305
41:55,8;581,42;-94,30000305;2261467;623;5;Detected beam;n260;37000;623_5;623005;72;-94,30000305
41:56,3;464,856;-94,30000305;2261467;623;5;Detected beam;n260;37000;623_5;623005;72;-94,30000305
41:56,8;426,116;-96,90000153;2263195;624;5;Detected beam;n260;37000;624_5;624005;72;-96,90000153
41:57,3;436,765;-97,40000153;2263195;624;5;Detected beam;n260;37000;624_5;624005;72;-97,40000153
41:57,8;336,568;-98,19999695;2263195;624;5;Detected beam;n260;37000;624_5;624005;72;-98,19999695
41:58,3;579,206;-102,1999969;2263195;624;5;Detected beam;n260;37000;624_5;624005;72;-102,1999969
41:58,8;532,435;-102,5;2258011;621;5;Detected beam;n260;37000;621_5;621005;72;-102,5
41:59,3;688,445;-100,9000015;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-100,9000015
41:59,8;420,99;-99,80000305;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-99,80000305
42:00,3;432,958;-102,6999969;2258011;621;5;Detected beam;n260;37000;621_5;621005;72;-102,6999969
42:00,8;439,469;-102,1999969;2258011;621;5;Detected beam;n260;37000;621_5;621005;72;-102,1999969
42:01,3;648,79;-101,6999969;2258011;621;5;Detected beam;n260;37000;621_5;621005;72;-101,6999969
42:01,8;678,902;-102,5;2258011;621;15;Serving beam;n260;37000;621_15;621015;72;-102,5
42:02,3;642,255;-101,5;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-101,5
42:02,8;640,22;-100,5999985;2258011;621;5;Detected beam;n260;37000;621_5;621005;73;-100,5999985
42:03,3;597,415;-100,8000031;2258011;621;5;Serving beam;n260;37000;621_5;621005;73;-100,8000031
42:03,8;650,786;-99,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-99,40000153
42:04,3;864,498;-99,09999847;2258011;621;5;Detected beam;n260;37000;621_5;621005;72;-99,09999847
42:04,8;638,425;-95,90000153;2258011;621;15;Serving beam;n260;37000;621_15;621015;72;-95,90000153
42:05,3;720,533;-97,5;2258011;621;15;Detected beam;n260;37000;621_15;621015;72;-97,5
42:05,8;633,366;-98,59999847;2258011;621;15;Serving beam;n260;37000;621_15;621015;72;-98,59999847
42:06,3;624,144;-100;2258011;621;15;Serving beam;n260;37000;621_15;621015;72;-100
42:06,8;883,16;-101,5;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-101,5
42:07,3;852,453;-99,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-99,40000153
42:07,8;866,792;-97,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-97,40000153
42:08,3;1826,714;-96,5;2258011;621;5;Serving beam;n260;37000;621_5;621005;72;-96,5
42:08,8;1780,345;-91,5;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-91,5
42:09,3;2092,889;-85,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-85,40000153
42:09,8;2029,19;-83,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-83,40000153
42:10,3;1689,451;-83,80000305;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-83,80000305
42:10,8;1401,829;-86,80000305;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-86,80000305
42:11,3;1565,682;-89,40000153;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-89,40000153
42:11,8;1554,276;-89,09999847;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-89,09999847
42:12,3;956,047;-89,69999695;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-89,69999695
42:12,8;711,638;-93,69999695;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-93,69999695
42:13,3;1223,098;-96;2259739;622;5;Detected beam;n260;37000;622_5;622005;71;-96
42:13,8;639,772;-96,09999847;2259739;622;5;Detected beam;n260;37000;622_5;622005;71;-96,09999847
42:14,3;1032,599;-96,09999847;2259739;622;5;Detected beam;n260;37000;622_5;622005;71;-96,09999847
42:14,8;762,351;-96,5;2258011;621;5;Serving beam;n260;37000;621_5;621005;71;-96,5
42:15,3;417,523;-99;2258011;621;5;Detected beam;n260;37000;621_5;621005;71;-99
42:15,8;398,624;-101,5999985;2263195;624;5;Detected beam;n260;37000;624_5;624005;71;-101,5999985
42:16,3;440,928;-101,9000015;2259739;622;7;Detected beam;n260;37000;622_7;622007;71;-101,9000015
42:16,8;703,487;-102,5999985;2263195;624;5;Detected beam;n260;37000;624_5;624005;71;-102,5999985
42:17,3;501,677;-102,4000015;2258011;621;15;Serving beam;n260;37000;621_15;621015;71;-102,4000015
42:17,8;606,139;-101,6999969;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-101,6999969
42:18,3;1060,877;-100,0999985;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-100,0999985
42:18,8;1856,547;-96,69999695;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-96,69999695
42:19,3;1769,149;-93,09999847;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-93,09999847
42:19,8;791,129;-91,90000153;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-91,90000153
42:20,3;903,572;-92,19999695;2258011;621;7;Serving beam;n260;37000;621_7;621007;71;-92,19999695
42:20,8;1000,058;-92,09999847;2263195;624;7;Detected beam;n260;37000;624_7;624007;71;-92,09999847
42:21,3;855,691;-92;2263195;624;7;Detected beam;n260;37000;624_7;624007;71;-92
42:21,8;908,869;-92,30000305;2263195;624;7;Detected beam;n260;37000;624_7;624007;71;-92,30000305
42:22,3;1114,926;-92,69999695;2259739;622;7;Detected beam;n260;37000;622_7;622007;71;-92,69999695
42:22,8;848,438;-92,69999695;2259739;622;7;Detected beam;n260;37000;622_7;622007;71;-92,69999695
42:23,3;919,858;-95,30000305;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-95,30000305
42:23,8;715,899;-95,30000305;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-95,30000305
42:24,3;866,678;-94,40000153;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-94,40000153
42:24,8;1347,307;-92,59999847;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-92,59999847
42:25,3;2032,482;-87,09999847;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-87,09999847
42:25,8;2013,466;-82,09999847;2258011;621;20;Serving beam;n260;37000;621_20;621020;71;-82,09999847
42:26,3;1865,239;-80,09999847;2258011;621;20;Detected beam;n260;37000;621_20;621020;71;-80,09999847
42:26,8;1914,188;-78,90000153;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-78,90000153
42:27,3;2095,82;-78,5;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-78,5
42:27,8;2085,959;-76,30000305;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-76,30000305
42:28,3;2096,267;-75;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-75
42:28,8;2020,199;-73,80000305;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-73,80000305
42:29,3;1775,505;-76,40000153;2258011;621;21;Serving beam;n260;37000;621_21;621021;71;-76,40000153
42:29,8;1055,033;-80,40000153;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-80,40000153
42:30,3;1101,537;-79,40000153;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-79,40000153
42:30,8;1065,533;-79,30000305;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-79,30000305
42:31,3;594,515;-78,90000153;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-78,90000153
42:31,8;588,475;-78,90000153;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-78,90000153
42:32,3;1414,749;-78,90000153;2259739;622;21;Detected beam;n260;37000;622_21;622021;71;-78,90000153
42:32,8;1574,423;-88,19999695;2258011;621;22;Detected beam;n260;37000;621_22;621022;71;-88,19999695
42:33,3;1728,869;-85,09999847;2258011;621;12;Serving beam;n260;37000;621_12;621012;71;-85,09999847
42:33,8;1605,121;-83,69999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-83,69999695
42:34,3;1648,502;-83,59999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-83,59999847
42:34,8;1804,375;-82;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-82
42:35,3;1881,81;-80,09999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-80,09999847
42:35,8;1871,855;-79,5;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-79,5
42:36,3;1706,618;-79,19999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-79,19999695
42:36,8;1793,305;-78,59999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-78,59999847
42:37,3;2097,01;-77,59999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-77,59999847
42:37,8;2006,165;-77,69999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-77,69999695
42:38,3;1915,12;-77,40000153;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-77,40000153
42:38,8;1898,176;-76,80000305;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-76,80000305
42:39,3;1598,154;-76,19999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-76,19999695
42:39,8;1418,555;-75,5;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-75,5
42:40,3;1879,005;-77,69999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-77,69999695
42:40,8;2007,49;-78,5;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-78,5
42:41,3;2004,41;-78,69999695;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-78,69999695
42:41,8;1713,017;-79,30000305;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-79,30000305
42:42,3;1850,663;-79,59999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-79,59999847
42:42,8;1825,133;-80,09999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;70;-80,09999847
42:43,3;1914,922;-78,5;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-78,5
42:43,8;1713,935;-78,59999847;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-78,59999847
42:44,3;1658,725;-79,80000305;2258011;621;22;Serving beam;n260;37000;621_22;621022;71;-79,80000305
